llm,agent_config,seed,run_id,quest_id,quest_name,quest_type,quest_category,difficulty,success,attempts,first_try_success,completion_time,total_tokens,sample_efficiency,avg_interactions_per_attempt,final_successful_attempt_interactions,adaptation_speed,rules_learned,rules_retracted,ntp_veto_rate,ilp_confidence,error_types,recovery_strategies,learning_opportunity,failure_modes_encountered
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,117.9,340,46,11.5,13,,,,0.027390531,1.0,"['object_recognition_failure', 'collision_detection_failure', 'visual_occlusion']","['backtrack_and_replan', 'retry_with_modified_prompt', 'request_clarification']",basic_interaction,"['wrong_direction', 'path_blocked', 'collision_stuck']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,2,Find the goblin and kill it,primitive,combat,2,True,9,False,609.6,826,170,18.9,18,,,,0.08393801,1.0,"['memory_overflow', 'state_confusion', 'pathfinding_error', 'memory_overflow', 'spatial_reasoning_error']","['request_clarification', 'reset_and_restart', 'request_clarification', 'use_fallback_strategy', 'retry_with_modified_prompt']",combat_mechanics,"['combat_strategy_error', 'health_depletion', 'enemy_detection_failure']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,6,False,541.2,671,149,24.8,27,,,,0.098259652,1.0,"['state_confusion', 'movement_confusion', 'visual_occlusion', 'object_recognition_failure', 'spatial_reasoning_error']","['reset_and_restart', 'retry_with_modified_prompt', 'simplify_approach', 'backtrack_and_replan', 'retry_with_modified_prompt']",inventory_management,"['inventory_full', 'incomplete_collection', 'item_confusion']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,4,"Consume mushroom, then meat",learning,critical_learning,3,True,8,False,986.0,935,200,25.0,25,,,,0.058198779,1.0,"['spatial_reasoning_error', 'collision_detection_failure', 'state_confusion', 'state_confusion', 'state_confusion']","['retry_with_modified_prompt', 'manual_intervention', 'seek_alternative_path', 'seek_alternative_path', 'reset_and_restart']",harm_detection_and_avoidance,"['no_learning_from_damage', 'repeated_harm', 'consumption_mistake']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,8,False,482.5,847,138,17.2,18,,,,0.05070762,1.0,"['memory_overflow', 'collision_detection_failure', 'object_recognition_failure', 'object_recognition_failure', 'movement_confusion']","['request_clarification', 'backtrack_and_replan', 'reset_and_restart', 'backtrack_and_replan', 'simplify_approach']",conditional_behavior,"['wrong_menu', 'action_unavailable', 'interface_confusion']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,9,False,741.3,1190,197,21.9,21,,,,0.096101072,1.0,"['object_recognition_failure', 'spatial_reasoning_error', 'state_confusion', 'object_recognition_failure', 'pathfinding_error']","['manual_intervention', 'simplify_approach', 'request_clarification', 'use_fallback_strategy', 'seek_alternative_path']",sequence_scaling,"['target_confusion', 'combat_fatigue', 'health_management']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,10,False,1042.1,1368,291,29.1,26,,,,0.013864028,1.0,"['collision_detection_failure', 'memory_overflow', 'object_recognition_failure', 'spatial_reasoning_error', 'collision_detection_failure']","['retry_with_modified_prompt', 'request_clarification', 'seek_alternative_path', 'use_fallback_strategy', 'backtrack_and_replan']",social_interaction,"['npc_not_found', 'interaction_failed', 'dialogue_stuck']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,False,16,False,1383.5,3668,466,29.1,0,,,,0.096101072,1.0,"['spatial_reasoning_error', 'context_loss', 'movement_confusion', 'object_recognition_failure', 'movement_confusion']","['seek_alternative_path', 'manual_intervention', 'backtrack_and_replan', 'backtrack_and_replan', 'seek_alternative_path']",quest_chain_management,"['quest_state_confusion', 'incomplete_reporting', 'npc_mix_up']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,9,Kill one more goblin,systematicity,pattern_reuse,2,True,9,False,746.4,917,177,19.7,18,,,,0.089509937,1.0,"['visual_occlusion', 'collision_detection_failure', 'pathfinding_error', 'object_recognition_failure', 'movement_confusion']","['manual_intervention', 'use_fallback_strategy', 'seek_alternative_path', 'use_fallback_strategy', 'simplify_approach']",skill_transfer,"['skill_decay', 'pattern_degradation', 'overconfidence']"
LLaVA-1.6,AGEL-Comp-w/o-ILP,456,LLaVA-1.6_AGEL-Comp-w/o-ILP_456,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,1546.3,3425,386,24.1,0,,,,0.010742331,1.0,"['pathfinding_error', 'movement_confusion', 'visual_occlusion', 'state_confusion', 'context_loss']","['seek_alternative_path', 'manual_intervention', 'reset_and_restart', 'reset_and_restart', 'simplify_approach']",advanced_strategy,"['complexity_overload', 'sequence_break', 'state_management_failure']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,6,False,131.2,655,41,6.8,5,,,,0.0,1.0,"['state_confusion', 'goal_misunderstanding', 'goal_misunderstanding', 'plan_execution_error', 'plan_execution_error']","['seek_alternative_path', 'manual_intervention', 'simplify_approach', 'seek_alternative_path', 'reset_and_restart']",basic_interaction,"['collision_stuck', 'wrong_direction', 'path_blocked']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,2,Find the goblin and kill it,primitive,combat,2,True,13,False,622.4,1677,252,19.4,15,,,,0.0,1.0,"['context_loss', 'visual_occlusion', 'visual_occlusion', 'state_confusion', 'state_confusion']","['use_fallback_strategy', 'use_fallback_strategy', 'reset_and_restart', 'reset_and_restart', 'simplify_approach']",combat_mechanics,"['health_depletion', 'combat_strategy_error', 'enemy_detection_failure']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,7,False,623.1,1100,180,25.7,21,,,,0.0,1.0,"['memory_overflow', 'memory_overflow', 'goal_misunderstanding', 'memory_overflow', 'context_loss']","['manual_intervention', 'seek_alternative_path', 'request_clarification', 'use_fallback_strategy', 'manual_intervention']",inventory_management,"['item_confusion', 'inventory_full', 'incomplete_collection']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,14,False,815.4,1882,361,25.8,23,,,,0.0,1.0,"['plan_execution_error', 'memory_overflow', 'memory_overflow', 'visual_occlusion', 'spatial_reasoning_error']","['request_clarification', 'seek_alternative_path', 'request_clarification', 'reset_and_restart', 'backtrack_and_replan']",harm_detection_and_avoidance,"['consumption_mistake', 'repeated_harm', 'no_learning_from_damage']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,9,False,619.2,1333,199,22.1,19,,,,0.0,1.0,"['spatial_reasoning_error', 'plan_execution_error', 'goal_misunderstanding', 'memory_overflow', 'memory_overflow']","['request_clarification', 'backtrack_and_replan', 'retry_with_modified_prompt', 'simplify_approach', 'retry_with_modified_prompt']",conditional_behavior,"['interface_confusion', 'action_unavailable', 'wrong_menu']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,False,16,False,1565.5,2546,412,25.8,0,,,,0.0,1.0,"['plan_execution_error', 'context_loss', 'visual_occlusion', 'visual_occlusion', 'state_confusion']","['manual_intervention', 'backtrack_and_replan', 'reset_and_restart', 'simplify_approach', 'retry_with_modified_prompt']",sequence_scaling,"['combat_fatigue', 'health_management', 'target_confusion']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,False,16,False,891.2,4783,366,22.9,0,,,,0.0,1.0,"['memory_overflow', 'spatial_reasoning_error', 'spatial_reasoning_error', 'context_loss', 'context_loss']","['seek_alternative_path', 'retry_with_modified_prompt', 'seek_alternative_path', 'simplify_approach', 'reset_and_restart']",social_interaction,"['npc_not_found', 'dialogue_stuck', 'interaction_failed']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,False,16,False,963.1,3154,368,23.0,0,,,,0.0,1.0,"['object_recognition_failure', 'sequence_error', 'visual_occlusion', 'sequence_error', 'context_loss']","['use_fallback_strategy', 'use_fallback_strategy', 'manual_intervention', 'request_clarification', 'request_clarification']",quest_chain_management,"['incomplete_reporting', 'npc_mix_up', 'quest_state_confusion']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,11,False,464.4,1186,160,14.5,12,,,,0.0,1.0,"['spatial_reasoning_error', 'sequence_error', 'sequence_error', 'spatial_reasoning_error', 'plan_execution_error']","['seek_alternative_path', 'backtrack_and_replan', 'retry_with_modified_prompt', 'backtrack_and_replan', 'backtrack_and_replan']",skill_transfer,"['overconfidence', 'skill_decay', 'pattern_degradation']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,42,DeepSeek-VL-7B_MLLM-Agent-Baseline_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,1062.9,5622,402,25.1,0,,,,0.0,1.0,"['object_recognition_failure', 'object_recognition_failure', 'visual_occlusion', 'memory_overflow', 'sequence_error']","['seek_alternative_path', 'backtrack_and_replan', 'simplify_approach', 'reset_and_restart', 'reset_and_restart']",advanced_strategy,"['sequence_break', 'state_management_failure', 'complexity_overload']"
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,8.1,60,6,6.0,3,,7.0,1.0,0.011105163,0.914712001,,,basic_interaction,
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,2,Find the goblin and kill it,primitive,combat,2,True,1,True,110.2,536,62,12.4,9,1.5,17.0,1.0,0.043683095,0.945763115,"['context_loss', 'plan_execution_error', 'sequence_error', 'object_recognition_failure']","['retry_with_modified_prompt', 'backtrack_and_replan', 'retry_with_modified_prompt', 'use_fallback_strategy']",combat_mechanics,"['combat_strategy_error', 'health_depletion', 'enemy_detection_failure']"
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,1,True,20.7,78,14,14.0,8,,11.0,3.0,0.041967893,0.903806404,,,inventory_management,
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,3,False,45.2,374,24,8.0,6,2.0,13.0,1.0,0.002870559,0.98659278,"['state_confusion', 'plan_execution_error']","['retry_with_modified_prompt', 'use_fallback_strategy']",harm_detection_and_avoidance,"['consumption_mistake', 'no_learning_from_damage']"
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,1,True,18.2,84,12,12.0,8,,5.0,1.0,0.001982224,0.888349624,,,conditional_behavior,
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,1,True,54.2,115,25,25.0,16,,9.0,1.0,0.111322421,0.983258449,,,sequence_scaling,
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,3,False,71.4,385,46,15.3,10,1.8,8.0,1.0,0.021160666,0.860115819,"['memory_overflow', 'memory_overflow']","['reset_and_restart', 'use_fallback_strategy']",social_interaction,"['npc_not_found', 'dialogue_stuck']"
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,3,False,107.2,315,64,21.3,12,1.6,13.0,3.0,0.036246057,0.756705922,"['object_recognition_failure', 'state_confusion']","['manual_intervention', 'backtrack_and_replan']",quest_chain_management,"['npc_mix_up', 'quest_state_confusion']"
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,21.7,88,11,11.0,7,,4.0,0.0,0.042097354,0.940869355,,,skill_transfer,
DeepSeek-VL-7B,AGEL-Comp-Full-System,42,DeepSeek-VL-7B_AGEL-Comp-Full-System_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,True,4,False,143.5,628,100,25.0,16,3.0,10.0,1.0,0.065813021,0.885617922,"['goal_misunderstanding', 'spatial_reasoning_error', 'state_confusion']","['request_clarification', 'use_fallback_strategy', 'simplify_approach']",advanced_strategy,"['state_management_failure', 'sequence_break', 'complexity_overload']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,15.9,112,7,7.0,3,,,,0.0,0.837090404,,,basic_interaction,
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,2,Find the goblin and kill it,primitive,combat,2,True,6,False,165.8,707,63,10.5,6,,,,0.0,0.96071514,"['goal_misunderstanding', 'sequence_error', 'spatial_reasoning_error', 'goal_misunderstanding', 'sequence_error']","['backtrack_and_replan', 'seek_alternative_path', 'backtrack_and_replan', 'use_fallback_strategy', 'retry_with_modified_prompt']",combat_mechanics,"['health_depletion', 'enemy_detection_failure', 'combat_strategy_error']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,5,False,180.3,550,108,21.6,12,,,,0.0,0.898684168,"['plan_execution_error', 'state_confusion', 'visual_occlusion', 'state_confusion']","['use_fallback_strategy', 'reset_and_restart', 'use_fallback_strategy', 'use_fallback_strategy']",inventory_management,"['item_confusion', 'inventory_full', 'incomplete_collection']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,3,False,113.0,284,50,16.7,10,,,,0.0,0.868734738,"['spatial_reasoning_error', 'object_recognition_failure']","['backtrack_and_replan', 'retry_with_modified_prompt']",harm_detection_and_avoidance,"['consumption_mistake', 'no_learning_from_damage']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,3,False,66.3,296,29,9.7,7,,,,0.0,0.82042635,"['context_loss', 'sequence_error']","['backtrack_and_replan', 'backtrack_and_replan']",conditional_behavior,"['action_unavailable', 'interface_confusion']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,7,False,422.8,910,172,24.6,18,,,,0.0,0.978826172,"['plan_execution_error', 'spatial_reasoning_error', 'sequence_error', 'goal_misunderstanding', 'spatial_reasoning_error']","['retry_with_modified_prompt', 'simplify_approach', 'request_clarification', 'simplify_approach', 'reset_and_restart']",sequence_scaling,"['health_management', 'combat_fatigue', 'target_confusion']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,9,False,412.1,1034,230,25.6,17,,,,0.0,0.951509881,"['plan_execution_error', 'context_loss', 'visual_occlusion', 'plan_execution_error', 'spatial_reasoning_error']","['retry_with_modified_prompt', 'seek_alternative_path', 'simplify_approach', 'request_clarification', 'manual_intervention']",social_interaction,"['npc_not_found', 'interaction_failed', 'dialogue_stuck']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,9,False,363.4,1383,206,22.9,16,,,,0.0,0.882752816,"['context_loss', 'object_recognition_failure', 'object_recognition_failure', 'state_confusion', 'visual_occlusion']","['retry_with_modified_prompt', 'retry_with_modified_prompt', 'manual_intervention', 'reset_and_restart', 'reset_and_restart']",quest_chain_management,"['quest_state_confusion', 'npc_mix_up', 'incomplete_reporting']"
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,33.2,82,14,14.0,9,,,,0.0,0.904430398,,,skill_transfer,
DeepSeek-VL-7B,AGEL-Comp-w/o-NTP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-NTP_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,659.5,3056,287,17.9,0,,,,0.0,0.958665298,"['object_recognition_failure', 'visual_occlusion', 'state_confusion', 'goal_misunderstanding', 'goal_misunderstanding']","['simplify_approach', 'backtrack_and_replan', 'retry_with_modified_prompt', 'use_fallback_strategy', 'reset_and_restart']",advanced_strategy,"['sequence_break', 'state_management_failure', 'complexity_overload']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,106.8,370,39,9.8,8,,,,0.011105163,1.0,"['visual_occlusion', 'memory_overflow', 'plan_execution_error']","['request_clarification', 'backtrack_and_replan', 'seek_alternative_path']",basic_interaction,"['collision_stuck', 'path_blocked', 'wrong_direction']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,2,Find the goblin and kill it,primitive,combat,2,True,9,False,297.2,1087,107,11.9,6,,,,0.002401853,1.0,"['memory_overflow', 'spatial_reasoning_error', 'goal_misunderstanding', 'object_recognition_failure', 'state_confusion']","['use_fallback_strategy', 'retry_with_modified_prompt', 'retry_with_modified_prompt', 'seek_alternative_path', 'reset_and_restart']",combat_mechanics,"['health_depletion', 'enemy_detection_failure', 'combat_strategy_error']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,7,False,334.3,967,141,20.1,18,,,,0.041967893,1.0,"['visual_occlusion', 'state_confusion', 'context_loss', 'memory_overflow', 'sequence_error']","['request_clarification', 'simplify_approach', 'manual_intervention', 'simplify_approach', 'use_fallback_strategy']",inventory_management,"['inventory_full', 'item_confusion', 'incomplete_collection']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,9,False,584.6,1036,214,23.8,21,,,,0.002744975,1.0,"['memory_overflow', 'state_confusion', 'visual_occlusion', 'plan_execution_error', 'visual_occlusion']","['retry_with_modified_prompt', 'backtrack_and_replan', 'reset_and_restart', 'backtrack_and_replan', 'retry_with_modified_prompt']",harm_detection_and_avoidance,"['repeated_harm', 'no_learning_from_damage', 'consumption_mistake']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,7,False,126.8,703,46,6.6,7,,,,0.001982224,1.0,"['object_recognition_failure', 'sequence_error', 'state_confusion', 'state_confusion', 'spatial_reasoning_error']","['backtrack_and_replan', 'request_clarification', 'simplify_approach', 'reset_and_restart', 'manual_intervention']",conditional_behavior,"['action_unavailable', 'wrong_menu', 'interface_confusion']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,False,16,False,954.6,2596,405,25.3,0,,,,0.111322421,1.0,"['object_recognition_failure', 'spatial_reasoning_error', 'spatial_reasoning_error', 'visual_occlusion', 'state_confusion']","['manual_intervention', 'manual_intervention', 'backtrack_and_replan', 'manual_intervention', 'seek_alternative_path']",sequence_scaling,"['combat_fatigue', 'health_management', 'target_confusion']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,False,16,False,1523.9,2948,451,28.2,0,,,,0.021160666,1.0,"['spatial_reasoning_error', 'plan_execution_error', 'sequence_error', 'object_recognition_failure', 'plan_execution_error']","['retry_with_modified_prompt', 'simplify_approach', 'backtrack_and_replan', 'reset_and_restart', 'use_fallback_strategy']",social_interaction,"['npc_not_found', 'dialogue_stuck', 'interaction_failed']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,False,16,False,1077.3,1993,381,23.8,0,,,,0.048981934,1.0,"['plan_execution_error', 'plan_execution_error', 'memory_overflow', 'sequence_error', 'goal_misunderstanding']","['backtrack_and_replan', 'manual_intervention', 'seek_alternative_path', 'simplify_approach', 'request_clarification']",quest_chain_management,"['npc_mix_up', 'quest_state_confusion', 'incomplete_reporting']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,11,False,353.4,1540,163,14.8,14,,,,0.012898072,1.0,"['context_loss', 'memory_overflow', 'visual_occlusion', 'memory_overflow', 'state_confusion']","['retry_with_modified_prompt', 'retry_with_modified_prompt', 'retry_with_modified_prompt', 'manual_intervention', 'use_fallback_strategy']",skill_transfer,"['pattern_degradation', 'skill_decay', 'overconfidence']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,42,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,1241.2,4158,428,26.8,0,,,,0.024957141,1.0,"['visual_occlusion', 'state_confusion', 'state_confusion', 'memory_overflow', 'state_confusion']","['reset_and_restart', 'reset_and_restart', 'use_fallback_strategy', 'request_clarification', 'simplify_approach']",advanced_strategy,"['complexity_overload', 'state_management_failure', 'sequence_break']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,131.9,397,54,13.5,11,,,,0.0,1.0,"['state_confusion', 'spatial_reasoning_error', 'spatial_reasoning_error']","['request_clarification', 'retry_with_modified_prompt', 'request_clarification']",basic_interaction,"['path_blocked', 'collision_stuck', 'wrong_direction']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,2,Find the goblin and kill it,primitive,combat,2,True,9,False,418.9,1128,131,14.6,11,,,,0.0,1.0,"['goal_misunderstanding', 'context_loss', 'plan_execution_error', 'sequence_error', 'visual_occlusion']","['simplify_approach', 'seek_alternative_path', 'retry_with_modified_prompt', 'request_clarification', 'use_fallback_strategy']",combat_mechanics,"['enemy_detection_failure', 'combat_strategy_error', 'health_depletion']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,9,False,741.9,1236,221,24.6,27,,,,0.0,1.0,"['sequence_error', 'state_confusion', 'context_loss', 'context_loss', 'object_recognition_failure']","['seek_alternative_path', 'simplify_approach', 'retry_with_modified_prompt', 'use_fallback_strategy', 'use_fallback_strategy']",inventory_management,"['inventory_full', 'incomplete_collection', 'item_confusion']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,4,"Consume mushroom, then meat",learning,critical_learning,3,True,12,False,188.1,2066,75,6.2,7,,,,0.0,1.0,"['visual_occlusion', 'state_confusion', 'context_loss', 'sequence_error', 'plan_execution_error']","['request_clarification', 'reset_and_restart', 'manual_intervention', 'reset_and_restart', 'simplify_approach']",harm_detection_and_avoidance,"['no_learning_from_damage', 'consumption_mistake', 'repeated_harm']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,10,False,445.2,1230,136,13.6,12,,,,0.0,1.0,"['visual_occlusion', 'state_confusion', 'object_recognition_failure', 'sequence_error', 'spatial_reasoning_error']","['reset_and_restart', 'request_clarification', 'use_fallback_strategy', 'backtrack_and_replan', 'simplify_approach']",conditional_behavior,"['interface_confusion', 'wrong_menu', 'action_unavailable']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,6,Kill two goblins and one sheep,productivity,scaled_combat,3,False,16,False,1309.0,3182,431,26.9,0,,,,0.0,1.0,"['object_recognition_failure', 'state_confusion', 'goal_misunderstanding', 'object_recognition_failure', 'object_recognition_failure']","['manual_intervention', 'use_fallback_strategy', 'seek_alternative_path', 'request_clarification', 'backtrack_and_replan']",sequence_scaling,"['combat_fatigue', 'target_confusion', 'health_management']"
DeepSeek-VL-7B,MLLM-Agent-Baseline,123,DeepSeek-VL-7B_MLLM-Agent-Baseline_123,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,13,False,1076.2,2061,335,25.8,23,,,,0.0,1.0,"['object_recognition_failure', 'state_confusion', 'state_confusion', 'spatial_reasoning_error', 'state_confusion']","['retry_with_modified_prompt', 'request_clarification', 'reset_and_restart', 'reset_and_restart', 'reset_and_restart']",social_interaction,"['interaction_failed', 'dialogue_stuck', 'npc_not_found']"
